index,Username,Title_Review,Rating_Review,Review,State,Type_traveler,Date_Travel,Attraction_id
2525,Maíra de Oliveira,Um charme,50,"Local muito agradável, limpíssimo! Com variedades gastronômicas. Um charme de lugar para passar o dia e a noite comendo e admirando a baía do guajará!",Distrito Federal,Alone,2014-04-01,2
2526,ThaiseLeal,Lindo!,40,"A Estação é um dos lugares de maior tranquilidade em Belém, é muito bom poder curtir o final da tarde, com o pôr do sol, em um lugar tão lindo. Todos deveriam ir!","Belém, PA",Alone,2014-05-01,2
2527,Astapassoli,Parada obrigatória,40,"Complexo turístico muito próximo do Mercado Ver o Peso, com boas opções para refeições, bares, lojas  há caixas eletrônicos e sanitários limpos. É de onde partes os passeios de barco para Orla de Belém.",Porto Alegre,Alone,2014-05-01,2
2528,Maria Lucia de M,local ótimo para apreciar o por do sol,40,"local para deliciar nossas comidas típicas, tomar cerveja artesanal, provar os sorvetes com os sabores paraense, curtir o por do sol.","Belém, PA",Alone,2014-04-01,2
2529,Márcia Mendes,Muito bom,50,"A estação das docas é um lugar privilegiado, onde podemos estar na beira do rio e apreciar um lindo por do sol. Ressalto a Amaon Beer para comer, Tem uma linguiça de metro recharda com queijo que é imperdível além dos pasteis porreta que são excelentes opções para comeu junto com o chopp lá mesmo fabricado","Belém, PA",Alone,2014-04-01,2
2530,Vitinhoe4c,Lugar agradabilíssimo,50,"Primeiro lugar que me recomendaram em belém, muito agradável pra tomar uma cerveja, quando fui ainda rolava um jazz ao ar livre.","Rio de Janeiro, RJ",Alone,2013-05-01,2
2531,bernadez,shopping,40,"a estação das docas vai ser o local mais recomendado em belém, mas é basicamente um shopping. visual bonito para o rio e cervejaria amazon beer valem a ida, mas de resto é melhor ir comer um vatapá no ver-o-peso que fica ao lado","Natal, RN",Alone,2014-04-01,2
2532,Ronald_Ranier,Lugar Lindo,50,"Um ótimo lugar para a família tem uma orla linda, restaurantes espetaculares, pra quem gosta de ar livre e vista pro mar é uma ótima pedida.","Belém, PA",Alone,2013-10-01,2
2533,Bruno's Trips,Local muito legal!,50,"Já almocei nas docas várias vezes, é um local muito bonito, comida gostosa e ambiente bem familiar. A vista é impressionante e ainda dá para ir até o ver-o-peso a pé para fazer compras. Recomendo!!!!!!","São Paulo, SP",Alone,2013-08-01,2
2534,maria s,Excelente para encontros,50,"Um ótimo lugar pra bater um papo, ouvir musicas, uma boa alimentação, tendo uma ampla vista para o rio, fazer diversos tipos de compras. Os preços são acessíveis em comparação a outro lugares que visitei","Belém, PA",Alone,2014-02-01,2
2535,Rute688,Lazer,40,Gostei dos sorvetes de frutas da região.  Espaço bem cuidado com bares e restaurantes. Segurança em todo complexo.  Agência de viagem no local.,"Quissamã, RJ",Alone,2014-04-01,2
2536,JPSArruda,Lindo,50,"Muitos comparam a revitalização das Docas a que ocorreu em Puerto Madero, Buenos Aires. A comparação é justa. Vale muito a pena visitar, com bons restaurantes e uma bela vista da região, além da proximidade do Mercado Ver-O-Peso.","Rio de Janeiro, RJ",Alone,2014-04-01,2
2537,Vitor C,Parada Obrigatoria,40,"Lugar com variedades gastronômicas, charmoso e moderno, de frente para o rio, lugar tranquilo. Lugar para se jantar, tomar um chopp ou tomar sorvete vendo o sol se por","Belém, PA",Alone,2013-10-01,2
2538,lenn0n10,Passeando nas Docas,40,"Ótimo lugar para visitar,comer,bons restaurantes, chopp gelado,local muito bonito,e com boa música, vale a pena.","Florianópolis, SC",Alone,2014-02-01,2
2539,Daniel c,Paisagem Iluminada,40,"Um local onde as pessoas de muitas variedades, dentre outras coisas como comidas diversas, shows, lojas diversificadas.","Rio de Janeiro, RJ",Alone,2013-05-01,2
2540,Leonardo May,Sempre excelente!,50,"Passei meu último reveillón lá e sempre que vou, me sinto bem naquele lugar. Muitos bons restaurantes com pratos regionais, e se puder vá apreciar o por do sol, tomando um sorvete regional Cairu em frente á um rio Amazônico.","Belém, PA",Alone,2014-02-01,2
2541,Pablo Y,"Lindo, não dá pra ir a Belém e não conhecer",40,"Fica ao lado do Mercado Ver-o-peso e é sensacional. Você tem uma visão lindíssima para o rio. De lá saem os barco pra Iha do Marajó, dura mais ou menos três horas de viagem. Lá também você encontra diversas lojas, mas é um pouco caro lá dentro da Estação das Docas. O que é bacana também é que tem a sorveteria CAiru lá dentro, que é super famosa e tem sorvetes de frutas típicas do Pará. Resumindo, não dá pra ir a Belém e não ir a Estação das Docas. Passeio obrigatório pra quem conhece essa terra abençoada que é Belém do Pará.",marabá,Alone,2013-06-01,2
2542,Silviky,Fim de tarde perfeito,40,Nada melhor do que poder sentar e contemplar a beleza do rio e o por do sol... Todas as vezes que vou a Belém tenho que visitar aquele lugar.,"Macapá, AP",Alone,2014-01-01,2
2544,Maria Helena A,Excelente opção de lazer,50,"Trata-se de espaço recuperado nas antigas docas de Belém, e oferece várias opções de restaurantes, bares, compras, passeios de barco, lazer de modo geral. A vista é linda, e bom para almoço, happy hour ou jantar à noite. Há shows gratuitos todas as noites em diferentes espaços.","Rio de Janeiro, RJ",Alone,2013-11-01,2
2546,Dfabiano s,Um lugar inesquecivel,40,"Muito bom com um passeio de barco inesquecivel,restaurantes e atrações folclóricas do norte.Parabéns aos paraenses por este ponto turístico.",Brasil,Alone,2013-09-01,2
2547,Charlie T,Muito bom,40,"Outro ponto indispénsavel é a Estação das Docas. O ideal é ir à noite, pois tem vários restaurantes e bares abertos. Fui durante o dia, mas mesmo assim é um lugar muito bom. Tem fácil acesso via transporte publico.","São Paulo, SP",Alone,2013-11-01,2
2548,Altavares,Vale a pena visitar...,50,"A iniciativa de revitalizar um lugar que de nada lembrava a diversão, e o conforto, vale aqui meus parabéns. O lugar é ótimo para um bom relaxamento com vista para a Baia do Guajara","Belém, PA",Alone,2014-02-01,2
2550,Marcos Paulo Caseiro,Lugar muito agradável,40,"Um dos melhores pontos turísticos de Belém. Vale a pena conhecer. São várias lojas, sorveterias e restaurantes. Inclusive os melhores restaurantes estão lá. Recomendo","São Paulo, SP",Alone,2013-04-01,2
2551,rmrocha12,Muito bom,40,"Local excelente para conversar, comer e apreciar a paisagem. Bons restaurantes, musica ao vivo e e um dos melhores sorvetes artesanais que ja provei.","Natal, RN",Alone,2014-02-01,2
2553,Dyogines,"Artesanato, lazer, gastronomia e cultura!",50,"É o lugar que todos deveriam visitar em sua passagem em Belém. Situado ao lado do Ver o Peso e às margens do Rio Guamá a Estação das Docas reune em um único espaço lojas de artesanatos, opções diversas em restaurantes e a preservação cultural da própria estação. Um dia com a família é um ótimo momento de distração. Aproveitem!","Manaus, Amazonas, Brazil",Alone,2014-01-01,2
2555,DEBORAH Z G,Lugar lindo!,50,Os sorvetes da Sorveteria Cairu são especiais. Experimente o de Bacuri. Depois caminhe até o Mercado ver o Peso para comprar bombons de cupuaçu.,"Uberlândia, MG",Alone,2013-02-01,2
2556,Mramalho,Delícia,50,"Uma antiga estação do Porto de Belém transformada no centro de lazer da cidade, com tudo à mão: bares, restaurantes, e artesanato. Belém é uma cidade linda.","Salvador, BA",Alone,2013-07-01,2
2557,Feliz100,Polo Gastronômico,40,Além de ser um local lindo e bem cuidado existem várias opções de restaurantes muito bons! Além da Sorveteria Cairu! Simplesmente o máximo. Sugiro o sorvete com o nome da casa e o Maria Isabel!,"Rio de Janeiro, RJ",Alone,2013-12-01,2
2558,Deyvson,Uma janela para o rio!,50,"Um bom local para provar a culinária paraense (restaurantes sofisticados e caros, mas vale a pena). Lá também se encontra uma variedade de cervejas regionais na Amazon Beer e também os deliciosos sorvetes da Cairu, com sabores como carimbó (castanha-do-Pará e doce de cupuaçu), paraense, mestiço, muruci entre tantos outros sabores.","Manaus, AM",Alone,2014-01-01,2
2559,Ney W,"Uma ex área portuária, que foi revitalizada e virou local turístico.",50,"O local tem teatro, cinema, espaço para festas, restaurantes, bares, sorveterias, cafés, a melhor chopperia de belém, bombonières, casa de câmbio, lojas das mais variadas espécies, tendas de produtos regionais, palco para shows, música ambiente, uma linda vista para a baía do Guajará. É ponto turístico indispensável.","Belém, PA",Alone,2013-02-01,2
2560,Riji2011,Lugar interessante,40,"Um lugar bacana para apreciar o rio (há passeios de saem de lá),  beber (ótimos barzinhos!) e comer (ótimos opções de restaurantes! Inclusive no almoço!). É um lugar interessante para tirar ótimas fotos!!!","São Paulo, SP",Alone,2013-11-01,2
2561,Thiago A,Bom lugar para um chopp,40,"Local reformado com diversas opções para comer e beber com amigos. Muito bonito, à beira do rio e perfeito para acompanhar um fim de tarde.","São Paulo, SP",Alone,2013-06-01,2
2562,GioGuGon,Revitalização do porto,50,"Um ótimo lugar revitalizado de Belém. Vale muito a visita, tanto pelo visual do rio quanto pelos restaurantes. O de melhor custo benefício ($$$) fica no segundo andar e se chama Spazzio Verdi. Fica próximo ao mercado Ver-o-peso.","Brasília, DF",Alone,2013-12-01,2
2563,Veronic b,um paraíso no centro de Belém,40,"A estação das docas foi uma sacada muito bem pensada e que deu certo. Apresenta uma cervejaria, restaurantes, sorveteria , uma pequena exposição com a história do local, além de lojas de souvenirs. Tudo isto regado a ar condicionado caso não queiram ficar ao ar livre. É seguro e bom para se a noite, quando se chega a Belém e não se tem noção de onde comer.","Rio de Janeiro, RJ",Alone,2013-11-01,2
2564,vagamundagem,Para ver o rio,40,"Excelente vista para a Bahia do Guajará Mirim. Embora eu tenha visto o por do sol do mangal das garças, por estar ao mesmo lado deve valer a pena esperar o sol se por por aqui. Tem várias opções de restaurante (um pouco caro pro meu bolso) que parecia servir comida regional. Vário passeios pelo rio também são oferecidos aqui.","Ko Phangan, Tailândia",Alone,2013-01-01,2
2565,Marcio P,Local Muito Agradável,40,"A Estação das Docas tem ótimas opções de restaurantes, incluindo um bar da excelente cerveja artesanal ""Amazon Beer"".Além disso o prédio está todo reformado, com uma bela vista para o rio.","Brasília, DF",Alone,2013-12-01,2
2566,Rubens D,"PÔR DO SOL, RECEPTIVIDADE E GASTRONOMIA MA-RA-VI-LHO-SOS",50,"Quando vou à Belém, este lugar é indispensável. Primeiro pelo pôr do sol maravilhoso, super romântico; A receptividade dos comerciantes do local, nos tratam muito bem; E a gastronomia super variada, desde os self-services até os pratos mais requintados. Vale muito à pena.","Teresina, Piaui, Brazil",Alone,2013-07-01,2
2567,physallis,decepção,30,"Um lugar grande demais com restaurantes caros demais, tudo meio vazio e entregue às moscas. Lojas de artesanato com preços absurdos: compre no Ver-o-Peso, logo ao lado, por uma fração do preço. Mas o lougar vale pelo ar condicionado, e para saborear um sorvete no fresquinho apreciando o por-do-sol. Também tem um restaurante a quilo orgânico no 2º andar muito bom, com preços rasoáveis. Acho que se chama Bio Mercado ou algo assim.","Rio de Janeiro, RJ",Alone,2013-12-01,2
2568,MarcioRenan,Estação das Docas,40,"Ótimo lugar para almoçar, variedade de restaurantes, todos de qualidade, vista muito bonita, além de os pavilhões contarem com música ao vivo de ótima qualidade.","Viamão, RS",Alone,2013-10-01,2
2569,1980Adilson2013,estação das docas,40,"Vale a pena conferir os pavilhões das docas em especial o da gastronomia, onde os preços são um pouco acima do valor cobrado no resto da cidade mais a tranquilidade e conforto acabam por compensar, musica ao vivo uma bela vista para o rio e se conseguir se programa da pra fazer um dos passeios de barco, os melhores são os que saem da orla, se gostar de sorvete é o ponto certo para experimentar os sabores regionais.","Uberlândia, MG",Alone,2013-12-01,2
2570,ETS90000,Docas,50,"Excelente complexo turístico e cultural de Belém que congrega gastronomia, cultura, moda e entre outros no antigo porto de Belém","Itajaí, SC",Alone,2013-07-01,2
2571,Laderlei_Marangoni,lazer e gastronomia,50,gastronomia muiito bom. 1o mundo. limpeza vista sorvete espaco lojas musica ao vivo....vale cada centavo...,"Valinhos, SP, Brazil",Alone,2013-11-01,2
2573,Rodrigo Kato,Lazer,50,"Existe um pouco de historia da estacao em um de seus galpoes, comida muito boa e tambem existem um passeio de barco que vale a pena. O de ruim que eu achei foi o atendimento, muiito demorado e o preco um poquinho caro dos restaurantes","Belo Horizonte, MG",Alone,2013-07-01,2
2574,DhayvidR,Ótima Opção de Lazer,50,"Sempre que vou a belém tenho quase que obrigação de visitar a estação das docas, local bem aconchegante e belo, é uma ótima opção de passeio no final da tarde, de lá saem barcos para ver o por do sol da bahia, fica a dica os preços no local são bem altos. Mas recomendo muito.",Paragominas,Alone,2012-09-01,2
2575,MonicaSouza85,Ponto Turistico,30,"A estação das docas é um ponto turístico bacana, com música ao vivo, restaurantes e locais para compra de lembranças, ao lado do ""ver o peso"" que é um mercado. Dica: comprar lembranças no ""ver o peso"" é mais barato.Na estação das docas tem uma especie de museu na primeira sala.","Goiânia, GO",Alone,2013-06-01,2
2576,Felipe W,Muito bom para se divertir,50,"Lugar foi reformado e hoje em dia é moderno tendo diversas opções de para comer e beber, tendo uma vista muito bonita para o rio. Gostei muito das cervejas artesanais que são vendidas lá.",Rio de Janeiro,Alone,2013-08-01,2
2577,deaa2013,Muito bom,40,"O lugar mais agradável de passear em Belém. E o sorvete Cairu... tapioca e açai. ótimo para fim de tarde. De lá, também saem passeios pelo rio.","Ribeirão Preto, SP",Alone,2013-07-01,2
2578,Juliana P,Incrível!!,50,Todo aquele entorno incluindo a feira é imperdível!! No por do sol então... o rio imenso... é mágico!,"Rio de Janeiro, RJ",Alone,2013-08-01,2
2579,Marcelo193,Muito agradável o por do sol e as instalações,50,"Muitas opções de comida (Là em Casa, sorvetes) e bebidas (os chopes com frutas amazônicas), o restauradíssimo espaço portuário, com ótima refrigeração e também espaço ao ar livre.","São Paulo, SP",Alone,2013-08-01,2
2580,Linda K,Muito turístico,30,"O imóvel está bem restaurado, mas é estupidamente turístico. Falta a alma paraense. O que se vê ali é a maquiagem de uma capital extremamente suja e maltratada pelo poder público, mas rica em tradições e cultura.","Vitória, Malta",Alone,2013-05-01,2
2581,Leonardo S,Parada Obrigatória,50,"É NECESSÁRIO ir a Estação das Docas e provar o Sorvete da Cairu, a cerveja da Amazon Beer, e ver a Baia do Guajará quando for a Belém.","Belo Horizonte, Minas Gerais, Brazil",Alone,2013-06-01,2
2582,Marcos M,Fantástico,50,"Um lugar incrível, acessível, cheio de lugares bons para comer, ouvir uma boa música, ver o mar, ou seja, se divertir. Os banheiros são impecáveis, bem organizado o local e bem estruturado para turistas, tem um porto pequeno no final e música ao vivo. Vale a pena conhecer.",São Luís,Alone,2012-10-01,2
2583,Carlos M,Lugar muito agradável,50,"Bela construção, com estrutura gastronômica incrível. Ponto obrigatório para quem for a Belém. Restaurantes que nos deixam em dúvidas sobre qual aproveitar primeiro pois todos são muito bons.","São Joaquim da Barra, SP",Alone,2013-08-01,2
2584,Diegobarros,Otimo ponto turistico,50,A estação é um local magnifico a qual você tem uma vista muito bonita do guamar e de alguns pedaços da historia paraense com os artefatos encontrados e expostos no local.,"Marabá, PA",Alone,2013-07-01,2
2585,dramines,Belo e agradável,50,"Vários restaurantes - comidas típicas e nacionais. Fábrica de chopp. Você pode escolher ambiente refrigerado ou ao ar livre. Tem música ao vivo em palco suspenso deslizante à partir do happy hour.. O melhor sorvete - Cairú. Feirinha de artesanato fino, perfumes. Tem loja de câmbio durante o dia. Barcos de turismo partem dali, inclusive à noite. Lugar belo, aconchegante e confortável. Pode-se passear a beira rio. Com sorte ver um grupo de carimbó - dança e música típica.","Estoril, Portugal",Alone,2013-07-01,2
2586,Deilson N,lindo,50,e muito bonita a frente da cidade porem ainda falta muita coisa pra melhorar o turismo! tipo a cidade e um pouco suja ainda falta um pouco de atenção das autoridades competentes.,"Pôrto Velho, Rondonia, Brazil",Alone,2012-12-01,2
2587,Hilton Batista,Vista linda!,50,"Conheci em janeiro/12, é legal ir no fim da tarde pra relaxar, bater papo, local vem ventilado e fica ao lado do Mercado ver-o-peso. À noite funciona os bares e serve como ponto de encontro de turistas!","Manaus, Amazonas, Brazil",Alone,2012-09-01,2
2588,Jean E,Requinte,50,O lugar é lindo. É bastante turístico. Os restaurantes são excelentes e após as 19h se faz um happy hour que mistura turistas e moradores de Belém.No mezanino tem lojinhas bem interessantes.,"Rio de Janeiro, RJ",Alone,2013-07-01,2
2589,Schwertner,Tem. Conhecer,50,Ótimos restaurantes. Lugar todos precisam conhecer. Tem um pouco história. E noite música ao vivo enquanto horário jantar...bomhappy hour.,World,Alone,2013-08-01,2
2590,fabio_romero,Um dos melhores locais em Belém,50,"Antigas docas de Belém, o espaço foi revitalizado e é um excelente local com bons restaurantes, bares e lojas. Funciona no horário do almoço e a noite. A cervejaria Amazon Beer tem um espaço e vale a pena provar as várias cervejas artesanais produzidas no próprio local. O restaurante Lá em Casa tem um espaço com opção de buffet. Também existe opções de comida no peso. As lojas vendem coisas típicas de Belém. Existe um espaço interno refrigerado ou do lado de fora onde se vê o rio.","Vitória, ES",Alone,2013-08-01,2
2591,Cintiahelena_1955,Genial...,40,"A visita na Estação das Docas foi genial... os restaurantes com boa qualidade...Fiz um passeio de barco noturno, onde apreciamos o Folclore local, fabuloso...após o passeio nada como um sorvete de castanha do Pará...","Curitiba, PR",Alone,2013-04-01,2
2592,Sonia Yara S,Vista da Baia do Guajará e Ver-o-peso,40,"Gosto de ver a chuva, de ver o por do sol ou encontrar a família e amigos para uma refeição ou sorvete","Belém, PA",Alone,2013-07-01,2
2593,Daniel M,Excelente.,50,"Muito legal, fica as margens do Rio Guajara, excelente para desfrutar um por do Sol, possui restaurante, sorveteria e choperia.  Perfeito para qualquer ocasião.","Belém, Para, Brazil",Alone,2013-05-01,2
2594,Pedro N,Excelente,50,"Um lugar muito charmoso e moderno numa Companhia de Docas que foi estruturada pra ser um dos lugares mais badalados de pessoas que apreciam a boa culinaria, diversão e uma boa música com amigos e familia...","Salvador, BA",Alone,2013-07-01,2
2595,Aryanesantiago,ambiente gostoso!,50,"Ambiente gostoso pra almoçar e passear com a família e amigos. Os restaurantes são um pouquinho caros, mas vale o preço.","São José, SC",Alone,2013-07-01,2
2596,Lamara60,Estação das docas,50,"A Estação das Docas é um lugar agradabilíssimo, com vários restaurantes, sorveteria com sabores regionais, lojinhas de produtos artesanais e regionais e uma cervejaria de 1º mundo com fabricação própria, além de música ao vivo todos os dias, realmente, lá você passa momentos maravilhosos.",Belém-Pará,Alone,2012-12-01,2
2597,Victor G,Estação das docas,50,"Um dos pontos turísticos mais belos da cidade de Belém do Pará, não deixe de conhecer e tomar chops com os sabores regionais paraenses",,Alone,2013-07-01,2
2598,jhow_haiti,Lindo por do Sol,40,"Foi um dos lugares mas lindos de minha viagem... O por do Sol é maravilhoso, além dos lugares ótimos para andar.","Campinas, SP",Alone,2013-05-01,2
2599,tsmagrin,Local bom para se conhecer,30,"Local agradável, devido a vista proporcionada, em especial da baia, Pode-se ficar apreciando a vista por diversas horas, principalmente no final de tarde.","São Marcos, RS",Alone,2012-08-01,2
2600,AdrianoMonteiro,Obrigatório,40,É sem dúvida um lugar interessante para conhecer muitas opções de bares e restaurantes além de ser um espaço onde voce pode simplesmente aproveitar a paisagem,"Manaus, AM",Alone,2013-06-01,2
2601,Leopoldo K,O melhor lugar de Belém,50,A cervejaria Amazon Beer faz uns 7 tipos de cerveja super geladas que te faz ter vontade de nunca mais sair de lá. O happy hour é imperdível junto a um belíssimo por do sol a beira rio.,"Fortaleza, CE",Alone,2012-10-01,2
2602,Roberto D,Pólo gastronômico,40,"Um bom exemplo de como transformar um local degradado (o antigo cais do porto) em uma atração turística. São três galpões com restaurantes, bares, sorveterias e lojas. Tudo refrigerado para escapar do forte calor de Belém. No lado de fora, a impressionante vista da Baía de Guajará, com águas barrentas e correnteza forte. As opções de comida são variadas, do regional às massas. Há música ao vivo e é cobrado couvert artístico. As lojas têm lembranças típicas para turistas e preços altos. Se puder, deixe para comprá-las no mercado Ver-o-Peso, que fica bem perto.","Rio de Janeiro, RJ",Alone,2013-05-01,2
2603,Madi A,exclente,50,"Grande ambiente e excelente musica ao vivo..recomendo a cervejaria, cerveja mto boa feita no local atendentes simpaticos...","São Paulo, São Paulo, Brazil",Alone,2013-05-01,2
2604,jlcrbsb,Um ambiente para um bom papo,40,"A revitalização dessa parte das docas realmente foi uma boa ideia. Com diversas opções, merece uma passado pelo turista que visita Belém do Pará, como eu fiz. Eu adoro o sorvete Cairu. Uma vez provei tantas vez do mestiço que fiquei gripado. Em minha cidade tem uma sorveteria de uns paraenses, é muito boa, mas a Cairu é demais...","Brasília, DF",Alone,2012-10-01,2
2605,Dalton S,Estação das docas,40,"Bom lugar para comer, apreciar a vista e comprar lembranças da capital paraense.  Pode-se fazer passeios de barco, apreciar som ao vivo... Fica a poucos metros do Mercado ver-o-peso.",BRAZIL,Alone,2013-04-01,2
2606,AlexandreBorges,Família,30,Um passeio bem família com restaurantes e lanchonetes. Não há o que ver além de tirar poucas fotos. Prove a comida típica e beba cervejas com sabores diversos.,"São Francisco do Sul, SC",Alone,2013-04-01,2
2607,BARCELLOS49,Oásis imperdível.,50,"Em meio ao calor sufocante, ao abandono, sensação de insegurança e sujeira de determinadas áreas do centro de Belém, a Estação das Docas surge como oásis de bem estar e segurança. Com restaurantes diversos e bons, com lojas de souvenires, cervejaria e sorveteria excelentes é local para se ficar por bom tempo. À noite há música ao vivo em deslizantes palcos suspensos. Imperdível",,Alone,2013-02-01,2
2608,Diogo Rocha,Lugar mto gostoso...,50,"Paragem obrigatória para quem vem conhecer Belém. O lugar está muito bonito... cheio de opçoes gastronômicas, conforto e segurança. Lá é possivel ver um dos por-do-sol mais lindos do Brasil. Vale a pena!","Belo Horizonte, MG",Alone,2012-08-01,2
2609,Coelhobr,Um pedaço da Europa em Belém,50,"Um local encantador, deslumbrante e surpreendente. O rio, a natureza exposta, as pessoas, a diversidade de bares e comidas tornam o local roteiro obrigatório de quem vem a Belém.","João Pessoa, PB",Alone,2011-09-01,2
2610,CarlosJMO,Lugar ótimo para passear e degustar boas comidas ...,50,"A Estação das Docas é o lugar ideal para visitar a qualquer hora do dia. De dia pode-se ter uma linda vista do rio desde o interior refrigerado do local enquanto se aprecia um delicioso sorvete de algumas das frutas típicas da região (não lembro o nome da sorveteria). De noite é fantástico para beber um bom chopp da cervejaria Amazonas que mostra como se faz o dito cujo acompanhado de bons frutos do mar. Recomendo, porém, sentar para beber esse chopp no final da tarde para apreciar o maravilhoso por-do-sol. Além de ter restaurantes que oferecem menús internacionais e locais.A estação é um bom local para fazer compras também já que tem algums locais que vendem roupas e bijouterias.","Toledo, PR",Alone,2011-08-01,2
2611,gelikinha,Você pode ver o rio e est tipical comida Amazonas!,50,"Incrível foi recentemente restaurado lugar ao lado do Mercado! Super nova no conselho de administração do rio. Você pode comprar bijoux indï¿ ½enas tipical dentro deste lugar. Você pode comer alimentos típico bairro como manicoba, tacaca, pato no tucupi e têm um urso ver o rio grande em um cofre e ar condicioner place.","São Paulo, SP",Alone,2013-12-01,2
2612,Cristinacarneiro,"Uma atração incrível, mas caro.",40,"Lindo lugar para fazer uma visita e caminhar até lá, convém confirmar algumas cervejas originais feitas lá (bacuri, açaí ... ) e existe algum muito bom crema de gelo lá também. Aproveite!","Vila Velha, ES",Alone,2014-04-01,2
2614,Ginu271,artefacto mas com serviços,30,"Diferentes possibilidades para o almoço e jantar e compras.Cofre, à noite.Boa escolha se você está movendo a pé.","Borghetto di Borbera, Itália",Alone,2013-08-01,2
2615,WendlingBrazil,um enorme contraste para o mercado Ver-o-peso,40,"É um lugar muito agradável para visitar em Belém. Sendo uma estreita próximo ao mercado Ver-o-peso, tranca é diferente. Tem uma bela vista da baía do rio que fica ainda melhor quando você está provando uma cerveja com sabor frutas regionais. O creme de gelo feita de frutas da Amazônia é uma obrigação.",Be,Alone,2013-07-01,2
2616,Ariany_90,Bom lugar para caminhar,50,"Bom lugar para caminhar e chegar gelado. O lugar é muito bonito, mas como todo o resto de Belém é quente!","Rio de Janeiro, RJ",Alone,2012-04-01,2
2617,capixaba_traveler,Lugar que toda a gente vai (os moradores locais e os turistas),40,Durante o dia pode visitar lá para obter algum ônibus de barco especialmente à noite todos vai lá para beber uma cerveja ou um jantar em alguns dos bom restaurante com uma bela vista para a baía.,"Vitória, ES",Alone,2011-05-01,2
2618,Danielle,Por do sol ,50,"Pra quem quer ver um por do sol maravilhoso,  num local com gente bonita e depois curtir um happy hour,  pode ir a Estação das Docas.","Rio de Janeiro, RJ",Business,2019-09-01,2
2619,Rodrigo A,Estação das Docas,50,Muito bom!Unha de caranguejo incrível. Bolinho de Pato muito bom. Bolinho de filhote e bolinho de Maniçoba. Chopp Amazon.,"São Paulo, SP",Business,2020-02-01,2
2620,Cassio A,Boa pedida na cidade,40,"Um cais de porto revitalizado, com várias opções de locais para comer e passear. Estacionamento de fácil acesso. Enfim, lugar agradável para famílias, casais, eventos, ou mesmo.para quem quer beliscar algo.Dica: sorvete de abacate.","Fortaleza, CE",Business,2020-02-01,2
2621,Marcelo Bezerra B,Local lindo,50,"Um local muito bacana e bonito fica em uma antiga estação de barco no centro de Belém tem vários restaurantes e lanchonetes e sorveterias, feirinha de lembranças espaço ao ar livre e com ar condicionado","Belém, AL",Business,2020-02-01,2
2622,Wylles O,Trabalho,50,"Excelente lugar... Amazon Beer, esse lugar para uma cerveja artesanal.Happy-hour excelente e melhor preço justo.",,Business,2019-12-01,2
2623,Leila Duflot,Pôr do sol encantandor,50,"Um lugar sensacional. Não se preocupe com o calor, vc pode optar pelos ambientes refrigerador.Você pode optar por diversas culinárias além das comidas típicas da região. O pôr do sol é um espetáculo à parte um dos mais lindos que já vi 🥰","Curitiba, PR",Business,2019-12-01,2
2624,Maria Regina,Estação  das Docas símbolo  de Belém,50,Lugar lindo  com restaurantes promoção  de chopp e comidas  típicas  do Pará eu adorei  pena não  ter feito o passeio  de barco,"Ribeirão Preto, SP",Business,2019-11-01,2
2625,Regiane Mary P,Opção incrível de passeio e gastronomia em Belém,50,"Lugar incrível, revitalizado, diversas opções de restaurantes, lojas, sorveteria , choperias.Variedade de comida , muito movimentado e bonito.Muito bem conservado, à beira rio .Ótima opção de passeio em Belem","São Paulo, SP",Business,2019-07-01,2
2626,Emerson C,Vale a pena conferir,50,"Trata-se de um local renovado, com restaurantes e pequenas lojas. Come-se bem ali. É próximo ao Ver-o-peso.","Curitiba, PR",Business,2019-07-01,2
2627,Geovane,Excelente! Não conheço lugar semelhante!,50,"Ótimos restaurantes, muitas lojas com lembranças do PA, SEGURO, além de contar com música ao vivo em cada galpão/armazém.",,Business,2019-05-01,2
2628,Iago Martins,Gastronomia fantástica,50,"Para os admiradores de gastronomia e cerveja artesanal, esse é o lugar. A estação das  docas é uma boa pedida para a noite.","Recife, PE",Business,2018-07-01,2
2629,Ebarbosa,Ótimo local para Happy Hour,40,"Visita que muito recomendamos, espaço amplo, bem cuidado, arrumado , lojas, quiosques de sorvetes regionais e cervejaria que fazem valer a visita .",Rio de Janeiro,Business,2019-05-01,2
2630,Milene Vianna,Local delicioso,50,"É uma delícia poder ver as barcas, sentir a brisa do mar, tomar deliciosos sorvetes na Cairu, pastel de vatapá ( no 2o andar, um restaurante de sushi!) e ainda curtir com os amigos a vista do local.","Tegucigalpa, Francisco Morazan, Honduras",Business,2019-04-01,2
2631,Marcos José A,Boa pedida ,50,"Local bem frequentado, com varias opções, mas com o entorno degradado.Varias opções de passeio e gastronomia","Paracatu, MG",Business,2019-05-01,2
2632,RenataNetto,Delícia de lugar,50,"Ambiente agradável, com muitas opções de restaurantes, arejado e bonito. Bom para ir passear de dia para ver a paisagem do rio, e também à noite.",,Business,2019-04-01,2
