,Name,Rating_attaction,Username,Title_Review,Rating_Review,Review,Date,State,Type_traveler
0,Estação das Docas,45,Volnei Castanho,Local agradável!,50,"Local reformado, bem ao estilo de Puerto Madero em Buenos Aires, com restaurantes, bares e algumas lojas. É um bom local para uma caminhada ao entardecer, com a possibilidade de um passeio de barco pelo rio para curtir o “Por-do-Sol” de um ponto privilegiado. Na volta do passeio pode-se escolher um dos restaurantes para jantar, um dos bares para um lanche e alguns chopes, ou um sorvete das frutas locais. Sem dúvida é um excelente passeio em Belém.", fevereiro de 2020,"Barueri, SP",Families
1,Estação das Docas,45,Alexandre Mendes,Lugar incrível,50,Lugar incrível para visualizar o melhor por Sol do Brasil com vista impressionante e local onde se aprecia boa comida, janeiro de 2020,"Belém, PA",Families
2,Estação das Docas,45,Airton C,Muitas opções em um só lugar ,50,"O espaço é muito bonito e agradável com várias opções de restaurantes e algumas sorveterias.Ótima opção para os momentos  de chuva, que são comuns em Belém, ou para um final de tarde", março de 2020,"Ouro Preto, MG",Families
3,Estação das Docas,45,marcos l,Restaurante,50,"Um ótimo lugar para levar a família  é deslumbrar a baía do Guajará na companhia de ótimos pratos regionais dos mais simples ao mais sofisticados,com belas atrações.", fevereiro de 2020,"Belém, PA",Families
4,Estação das Docas,45,Ana Caroline T,Top,50,"Vale demais a visita! Lugar agradável em Belém, climatizado, seguro, de lá saem passeios de barco, a vista é incrível!", fevereiro de 2020,"Foz do Iguaçu, PR",Families
5,Estação das Docas,45,Jef1976,Passeio excelente,50,"Vale muito o passeio neste local. É possível ver um pouco da história do porto de Belém, da cultura, do artesanato e da culinária. O local é muito bonito, bem cuidado e compensa cada fotográfica feita neste local! Ponto obrigatório para turistas em Belém!", fevereiro de 2020,"Brasília, DF",Families
6,Estação das Docas,45,Vanessa Azevedo,Encantador,50,Estive nas Docas a 13 anos atrás e tive a felicidade de ver que ela continua encantadora. Os restaurantes oferecem a culinária Paraense e os preços são bem razoáveis, janeiro de 2020,"Espigão d`Oeste, RO",Families
7,Estação das Docas,45,Sandessa K,Imperdível,50,"Lindo, limpo, bem cuidado. Vários restaurantes pra todos os gostos... A única coisa que considerei totalmente dispensável é uma música ao vivo estilo banquinho e violão que estava sofrível e gera couvert nos restaurantes...", janeiro de 2020,,Families
8,Estação das Docas,45,Alcidia,Restaurante/ estação das docas,50,"Lugar lindo! Uma revitalização nota 100! Vários restaurantes, bares, gente descontraída, atendimento excelente no restaurante tio armênio, comida deliciosa! Vale a pena!", janeiro de 2020,,Families
9,Estação das Docas,45,Elizabeth Guira... C,Férias,50,Lugar adorável...Excelente culinária...Estação das Docas é tudo de bom pra passar um dia com sua família e degustar essa culinária maravilhosa!, janeiro de 2020,,Families
10,Estação das Docas,45,Marcos040,Praia de Belém a qualquer hora,50,"É o lugar de Belém que vc pode ir pela manhã, tarde ou noite e sentir-se seguro, tranquilo, sem frescura de um shopping.  Poucos restaurantes e nenhum barato, mas vale. Tem um bom sorvete, cerveja e vale um jantar. Uma chatice a cobrança de couvert artístico sem avisar, mas se releva. Vi umas baratas e até um ratinho, mas como está ao lado das docas, se entende.Belém precisa de mais lugares assim, que se possa andar pela noite sem zumbis na rua e deserto de comércios, bares e movimento.", janeiro de 2020,"São Paulo, SP",Families
11,Estação das Docas,45,Elisangela Louise,Maravilhoso,50,"Lugar excelente, tem apresentação de carimbó sexta à noite. Lá dentro tem a Amazon beber (cervejaria artesanal) e a famosa sorveteria Cairu ( o sorvete mestiço é o melhor do mundo).", janeiro de 2020,"Rio de Janeiro, RJ",Families
12,Estação das Docas,45,Fabio M,Maravilhoso ,50,"Passeio excelente. Local muito agradável funciona de domingo a domingo, várias opções de restaurantes e cervejas artesanais. Vale muito apena conhecer", dezembro de 2019,"Fortaleza, CE",Families
13,Estação das Docas,45,Vanesca Magalhães,Lugar lindo e a cara de Belém! ⛵🛳⛴🚢,40,"A Estação das docas tem a ""cara"" de Belém. Impossível ir nessa cidade e não passar por lá,e eu ainda tive a sorte de vir em dezembro, com a estação toda decorada para o Natal! Em tempo, muitos restaurantes e sorveterias, artesanato e parte da história contada em um museu local.", dezembro de 2019,"Brasília, DF",Families
14,Estação das Docas,45,SuzanaJF,Imperdível,50,"Vou a estação das docas sempre que vou a Belém. Vale várias visitas, para tomar sorvete, cerveja, comer um filhote, ver a chuva no fim da tarde. O local precisa melhorar o acesso de motoristas de aplicativo.", outubro de 2019,,Families
15,Estação das Docas,45,Ciro Alencar,Uma boa opção em Belém ,40,"Local com vários restaurantes, sorveteiras e bares, ideal para tirar boas fotos. Estacionamento privado, segurança, ambientes climatizados na área interna. No entanto, é preciso mencionar que são exorbitantes os preços cobrados no local, a exemplo do chopp de 300 ml a R$9,00 (valores de dezembro de 2019)", dezembro de 2019,"Fortaleza, CE",Families
16,Estação das Docas,45,Waleska,Passeio com a Família ,50,"Excelente local pra passeio em família, comida excelente, ambiente agradável, confortável, seguro e Boa iluminação", agosto de 2019,No mundo inteiro,Families
17,Estação das Docas,45,Nora B,Lugar top,50,"As docas são lotadas de restaurantes com uma vista maravilhosa para o Rio!!! Estacionamento, mesas internas com ar condicionado e mesas externas com vista!!! No almoço todos os restaurantes são self service a um preço de 69 reais e no jantar é a lá Carte!!! De lá tb saem passeios de barcos e está ao lado do mercado ver o peso!", agosto de 2019,"São Paulo, SP",Families
18,Estação das Docas,45,adrianacs,Delícia,50,"Lugar gostoso com vento, vista para o rio, várias opções gastronomicas locais e internacionais também. Bom para toda idade e tipos de grupo.", julho de 2019,"Brasília, DF",Families
19,Estação das Docas,45,Carlosloureiro03,Abandono,30,"Era pra ser bom e desperta muita curiosidade em qualquer turista, mas não é uma atração. O local é climatizado e deve ter sido bom. Hoje está decadente, vidros quebrados, banheiros fedorentos, lojas desinteressantes. Restaurantes parecem das praças de alimentação de shopping. A área para exposição vazia em julho. Decadente como tudo em Belém. Muito lixo nas ruas, muitos buracos e muitos urubus. Uma tristeza.", julho de 2019,"Belo Horizonte, MG",Families
20,Estação das Docas,45,Alexandre M,Boa opção para refeições,50,"Possui quatro restaurantes, além de uma cervejaria, quiosques e a sorveteria Cairu, com os sorvetes de sabores regionais. Também é possível encontrar alguns quiosques com artesanato. É uma ótima opção para refeições após os passeios,", julho de 2019,"Campinas, SP",Families
21,Estação das Docas,45,martabpistelli,Gostoso para fazer refeicoes,30,A estação das docas é um lugar agradável para passear e fazer refeições.Há diversos restaurantes e sorveterias. Vale a visita., julho de 2019,"Guarulhos, SP",Families
22,Estação das Docas,45,VLOIOLA,Opções de comida,40,Ótimo local para almoçar ou jantar. Restaurantes no formato de buffet onde se come à vontade por um preço fixo., julho de 2019,"Birigüi, SP",Families
23,Estação das Docas,45,fhamanaka,Muito bom,50,"Local com varios restaurantes, com lugares climatizados e ao ar livre, com via para o rio... imperdivel. Muitas opções para comer e beber.", julho de 2019,"São Paulo, SP",Families
24,Estação das Docas,45,Anna Rachel Pessanha,Excelente para o fim de tarde!,50,"Um lugar super cool e moderno, com restaurantes, cafés e sorveterias com sabores tipicamente para esse é atendimento nota 10. O lugar perfeito para terminar um dia de passeio e andanças pela cidade saboreando delícias e contemplando o maravilhoso pôr do Sol que a cidade oferece.", junho de 2019,,Families
25,Estação das Docas,45,Mário Jorge,EXCELENTE,50,"Ótimo ambiente, familiar, atraente e com diversas opções gastronomicas com excelente qualidade da culinária paraense.", junho de 2019,"Manaus, AM",Families
26,Estação das Docas,45,RicardoNeno,Merece ser visitado,50,"A estação das docas são galpões revitalizados do antigo Porto de Belém, oferece uma vista magnífica da baía do Guajará, vários restaurantes, cervejaria artesanal, lojas, cinema e área de exposições", junho de 2019,"Belém, PA",Families
27,Estação das Docas,45,Jose Lucas Neto,Um lugar lindo e confortável,50,"realmente é um ligar que não deixa a desejar à lugar nenhum do mundo, adoro esse lugar, algumas vezes o atendimento não é tão bom, mas não é também ruim. Recomendo provar a cerveja, o sorvete da cairú, passear no barco da Vale Verde e pegar uma brisa no final da tarde.", abril de 2019,"Belém, PA",Families
28,Estação das Docas,45,Lorena K,Tem que ir,50,"Um lugar indispensável de conhecer em Belém. Na beira do rio, tem um passeio de barco no final da tarde maravilhoso. Tem vários restaurantes, sorveteria com sabores de frutas regionais. Imperdível.", junho de 2019,,Families
29,Estação das Docas,45,Doo,Tem potencial,30,"Lugar amplo, interessante, com um espaço privilegiado, porém, muito mal aproveitado.Poucas opções de restaurantes, comércio e entretenimento. Talvez na alta temporada haja mais o que fazer, mas não achei nada de mais...Só a facilidade de caminhar por um espaço climatizado já é uma vantagem em dias muito quentes ou durante a chuva.", maio de 2019,,Families
30,Estação das Docas,45,Bruna Neves - Guria de Mala e Cuia,Fim de tarde,50,"Lugar incrível para assistir o pôr do sol enquanto se toma uma cerveja da Amazon Beer ou come um sorvetinho da Cairu. De lá, sai o passeio de barco com apresentações de Carimbó. Passeio delicioso!", setembro de 2018,"Gravataí, RS",Families
31,Estação das Docas,45,tabata l,Passeio fim de tarde,50,Melhor lugar p passear no fim da tarde. Bom o levar as crianças. Tem restaurante p todos os gostos e bolso., abril de 2019,"Jacutinga, MG",Families
32,Estação das Docas,45,RodrigoABC,Surpreendente,50,"Poucos brasileiros sabem que no norte do país temos a versão tupiniquim do famoso porto madero argentino. E funciona bem! É um local limpo, bonito e seguro, perfeito para um sorvete ao final da tarde. Está localizado ao lado do Ver o Peso. É ponto de saída de passeios turísticos.", abril de 2019,"Uberlândia, MG",Families
33,Estação das Docas,45,toninho1942,O point da cidade,50,"É o melhor local de Belém para passear seja durante o dia ou  a noite. è um local bonito, bem cuidado, possuindo vários e bons restaurantes.", abril de 2019,"Rio de Janeiro, RJ",Families
34,Estação das Docas,45,Ester Vianna,Parada obrigatória,50,"Delícia de lugar com muitas opções de restaurantes, lojas com produtos locais e de onde sai um passeio de barco muito interessante.Serve em qualquer horário: tarde ou noite. Para um petisco com chopp ou uma refeição muito bem servida.", abril de 2019,,Families
35,Estação das Docas,45,Fabio Pantoja G,Estação das Docas em Belém,40,"Umnligar que ainda tem seus encantos mais deixa muito a desejar em se falando de opções para gastronomia paraense , o lugar também precisa de algumas reformas, banheiros, e quiosques, possui uma linda paisagem é um por do sol fantástico, acredito que o poder público não tem condições de investir mais se fosse privatizado o lugar se tornaria o melhor Pointer, para os turistas e para os próprios paraenses, existe muito espaço apodrecendo na estação das docas podendo ser utilizado em um lindo museus, mais vale sim sua visita com família, amigos.", abril de 2019,"Macapá, AP",Families
36,Estação das Docas,45,Sonia R,Vale a pena Conhecer,50,"Lugar muito bonito, preservou toda a estrutura original do porto antigo, possui restaurantes, lojas e cervejaria artesanal. paisagem maravilhosa.", março de 2019,"São Lourenço, MG",Families
37,Estação das Docas,45,Manoela A,Por do sol incrivel,50,"Belem tem lugares maravilhosos por todos os lados, mas a estação das docas reúne conforto, história e gastronomia! Que lugar incrível! O fim de tarde foi maravilhoso e o jantar também!", abril de 2019,"Armação dos Búzios, RJ",Families
38,Estação das Docas,45,Marinho Castro,Bares e Restaurantes,50,"ótimo local para almoçar, e passar fim de tarde e apreciar por do sol! excelente ponto turismo. o Local tem varias lojinhas com lembranças locais...", março de 2019,"Manaus, AM",Families
39,Estação das Docas,45,Cris A,Estação das docas é parada obrigatoria em Belém!,50,"Local lindo e com muitas opções gastronomia. O preço é um pouco alto, mas como é um ponto turistico acredito que faz parte.", março de 2019,,Families
40,Estação das Docas,45,Luiz V,Lugar mágico,50,"É um dos pontos turísticos mais significativo do Brasil, junta a arquitetura com a linda vista e conforto", março de 2019,"Belém, PA",Families
41,Estação das Docas,45,jcwcavalcante,Melhor que o puerto madero,50,"Antiga área portuária de Belém onde antigos galpões foram transformados em área gastronômica, de lazer e compras. Vá no final da tarde pra assistir o pôr do sol(toca o bolero de ravel também ). Lá pode ser feito um happy hour fantástico. Se for de carro tem estacionamento interno.", março de 2019,"São Paulo, SP",Families
42,Estação das Docas,45,Fabiana P,Bonito e agradavel,50,"A visita é sempre agradável em qualquer horário do dia. Café da manhã com vista sensacional do rio ou almoço com comida típica, jantar ou happy hour com cerveja artesanal.", março de 2019,"Belém, PA",Families
43,Estação das Docas,45,RicardoNeno,Imperdível,50,"A estação das docas é uma das principais atrações de Belém, são três galpões do antigo porto reformados que hoje conta com teatro, restaurantes, lanchonetes passeios de barco pela orla da cidade e um visual maravilhoso da baía do Guajará", março de 2019,,Families
44,Estação das Docas,45,Flávia S,Local interessante para se visitar e passear,30,Local com o rio e diversas opções para comer. Fica ao lado da famosa feira ver-o-peso. É climatizado., dezembro de 2018,,Families
45,Estação das Docas,45,Erick Martins,"Em uma semana, fui várias vezes!",50,"Em geral a estação das docas possui muitos restaurantes de diversos tipos e até uma micro cervejaria. Isso fez com que eu fosse várias vezes visitar para almoçar, jantar e apreciar a vista. Muito fácil de estacionar para visitar o próprio lugar e também para visitar o Mercado Ver-o-Peso, que fica ao lado. Ir a Belém e não passar na Estação das Docas é como não ter ido a Belém", fevereiro de 2019,"São José dos Campos, SP",Families
46,Estação das Docas,45,Caiate,Sacada de mestre,50,"Este lugar é incrível. Bonito, bem planejado e muito agradável. Esta carecendo de manutenção. Há anos não uso o banheiro, mas parece que estão detonados.", julho de 2018,Belém,Families
47,Estação das Docas,45,Ana,Vale a pena conhecer..,40,"Passei por Belém bem rápido e claro que fui na famosa Estação das Docas, recomendo este lugar, pq vale a pena conhecer a cultura de Belém, que por sinal são muitas.. Tem vários restaurantes agradáveis.", dezembro de 2018,"Goiânia, GO",Families
48,Estação das Docas,45,JulioPalhano,Sensação única ,50,"O local é muito bom para passear e jantar, ou ainda ir para apenas um happy hour.  É um complexo turístico Cultural e gastronômico com uma vista linda para a orla fluvial do antigo porto de Belém.", fevereiro de 2019,"Ponta Grossa, PR",Families
49,Estação das Docas,45,Natália,Lindo,50,"Um dos lugares mais lindos de Belém, a vista para o rio é incrível, rende fotos lindas, tem lojas com souvenir é bom pesquisar porque tem umas mais caras do que as outras", fevereiro de 2019,"Teresina, PI",Families
50,Estação das Docas,45,Maria Eduarda,Um dos Pontos Turísticos de Belém,50,"Um dos pontos turisticos mais visitados de Belém do Pará, um ótimo lugar, com bastante vento e opções de lembranças e histórias.", novembro de 2018,"Belém, PA",Families
51,Estação das Docas,45,Nely C,Local legal para visitas em Belém,40,"Estivemos na Estação das Docas numa segunda feira e  o local estava muito tranquilo para caminhar e conhecer. Encontramos estacionamento fácil perto do local. Pelo visto nos finais de semana o local fica muito cheio, mas vale a pena visitar.", novembro de 2018,"Ipatinga, MG",Families
52,Estação das Docas,45,Henrique L,Bom programa para o Jantar,50,E uma das principais atrações de Belém . Boas opções de alimentação. Fomos no Tio Armênio e adoramos . Também imperdível e tomar um sorvete na Cairu ., fevereiro de 2019,"São Paulo, SP",Families
53,Estação das Docas,45,Jozierika,Maravinhoso,50,"Ponto turístico excelente para conhecer. Com ótimas opções de restaurantes. Lugar aconchegante, agradável e organizado. Entrada liberada.", julho de 2018,"São Luís, MA",Families
54,Estação das Docas,45,Marcia T,Obrigatório conhecer.,50,"Ficamos 5 dias em Belém durante o mês de janeiro e por 3 noites fomos a Estação das Docas. É muito seguro, tem opções variadas de restaurantes, um ambiente limpo e extremamente agradável. Vale a pena!", janeiro de 2019,,Families
55,Estação das Docas,45,bEtAuM1303,Mais um dos roteiros imperdíveis de Belém. Não deixem de ir.,40,"Tirando o mercado ver-o-peso e a basílica de Nsa. Sra. de Nazaré, creio que este é o terceiro melhor postal da cidade.O complexo é muto bem estruturado e muito bem cuidado. Não é grande, dá pra voce caminhar de ponta a ponta e curtir o visual bem tranquilo.Há bastante segurança no local e um estacionamento privado, logo, vá a vontade.Além da parte externa, muito bonita de dia e de noite, há vários restaurantes na parte interna, que valem a pena a visita.Há uma cervejaria que funciona a partir das 17, sorveteria típica (boa, mas nada barata), algumas banquinhas de souvenirs e etc. Tudo muito bem organizado.Também há um museu mas é muito pequeno. Coisa de uns minutinhos e voce já viu tudo.O destaque fica pros restaurantes e pra vista mesmo.Fui lá de dia e voltei a noite.Recomendadíssimo.Obs.: Não sei se é da época, mas metade dos mosquitos de belém foram visitar a estação nesse dia, logo, voltei mais leve e com uns litros de sangue a menos. levem repelente. :)", janeiro de 2019,"Manaus, AM",Families
56,Estação das Docas,45,Socorro Ramos144,Gastronomia,50,Lugar excelente apara passear e principalmente para degustar a culinária local com várias opções de restaurantes e lazer. E principalmente degustar o melhor sorvete da Cairu., dezembro de 2018,"Olinda, PE",Families
57,Estação das Docas,45,florajvb,Turismo em Belém,50,"Lugar excelente para qualquer hora do dia, com bons restaurantes, cevejaria e a melhor soverteria de Belém!", janeiro de 2019,"Belém, PA",Families
58,Estação das Docas,45,Mauro K,Opção boa para uma happy hour,40,Boas opções de bares e restaurantes em um local com alta frequência de turistas e moradores.  Boa música. Várias lojinhas para compra de presentinhos do Pará., dezembro de 2018,"Salvador, BA",Families
59,Estação das Docas,45,Paola,Espaço gastronômico e cultural,40,"A Estação é um complexo que oferece opções de restaurantes, bares, sorveterias e artesanato. ambiente climatizado. Vale a pena experimentar um chopp da Amazon Beer e curtir o visual do Rio.", dezembro de 2018,,Families
60,Estação das Docas,45,Elaine A,Local imperdível ,40,Local muito charmoso e atraente. Varidade de restaurantes e lojas de lembrancinhas.Os banheiros poderiam ser mais limpos e organizados. Tem uma vista maravilhoso para o pôr do sol. Vale a pena.Tacacá e Vatapá são facilmente encontrados., janeiro de 2019,"Jundiaí, SP",Families
61,Estação das Docas,45,Gabriela,Lindo e Aconchegante,50,"Meu lugar preferido em Belém. Tem artesanato, música ao vivo, comida boa e uma vista linda. Impossível não gostar!", junho de 2018,"Salvador, BA",Families
62,Estação das Docas,45,Ana Paula Alves,Ótimas opções p comer,50,"A Estação das Docas oferece caminhada e mesas ao ar livre, em frente ao rio, e ambientes sob ar condicionado. Ótima opção de fim de tarde ou à noite, p jantar. A única ressalva é a temperatura: tava gelado lá dentro! Clima surreal em Belém Há restaurantes, opções de lanche, comidas típicas, artesanato.", fevereiro de 2018,"Fortaleza, CE",Families
63,Estação das Docas,45,brenocostarep,Imperdível,40,"O lugar é o principal ponto turístico de Belém. Pode-se visitar de dia ou de noite, sempre será uma experiência legal. Tem espaços amplos para circular com crianças, carrinhos de bebê ou cadeiras de rodas. òtimas oções de cozinha regional. Imperdível para quem mora e principalmente para quem visita Belém.", dezembro de 2018,"Porto Alegre, RS",Families
64,Estação das Docas,45,Sandro F,Estação das Docas,30,Esperava mais. Os restaurantes são caros e não achei muito atrativos. Vale pelo sorvete Cairú ou pela cerveja artesanal de cupuaçu., dezembro de 2018,,Families
65,Estação das Docas,45,Patrícia,Excelente,50,"Excelente ambiente para passeio com espaço cultural e gastronômico, opção de passeios de barco ou simplesmente contemplar a baía e a natureza.", dezembro de 2018,"Belém, PA",Families
66,Estação das Docas,45,Renata G Tedeschi,Ótimo passeio,50,"Fomos (meus pais, meu marido, meu neném e eu) passear na estação em um sábado. Aproveitamos para almoçar no La em casa.Essa época chove muito em Belém, e por ser um lugar fechado, é uma boa opção de passeio para dias chuvosos.", dezembro de 2018,"Belém, PA",Families
67,Estação das Docas,45,gilmar o,Um ponto turístico inigualável com vista pra baía.,50,Tudo de bom esse lugar.com variedades de comidas e bebidas diversas e regionais.e se você der sorte ainda curte uma boa MPB.bom pra levar a família e tomar uma cerveja de frutos regionais.quem for a Belém não deixe de visitar esse lindo lugar, outubro de 2018,"Taguatinga, DF",Families
68,Estação das Docas,45,Minerva A,Ótimo para final de tarde,50,"Lugar muito agradável para você fazer um lanche no final da tarde, ou só andar a beira rio, uma boa opção é a sorveteria cairu com os seus diversos sabores de sorvete.", fevereiro de 2018,"Belém, PA",Families
69,Estação das Docas,45,Eliane Farias,Diversão,50,"Melhor lugar de Belém para relaxar, com boa música, excelente comida e conforto. Entrada gratuita a partir das 10:00h da manhã até às 12:00h da noite. O réveillon mais concorrido de Belém. Tem barco para visita panorâmica ao entardecer junto com espetáculo de dança regional. Lojas, restaurante, café, cervejaria, bares, etc. Maravilhoso.", dezembro de 2018,,Families
70,Estação das Docas,45,ACarlos,Lugar fantástico ,50,"Durante minha estada em Belém estive por duas vezes na Estação da Dicas. Local limpo, com bons restaurantes que oferem também pratos gourmet promocionais, tem a famosa sorveteria Cairu e outra também, com sorvetes maravilhosos de frutas típicas do Norte do Brasil. À noite tem música ao vivo, agradável,  fica na beira do rio, com uma vista muito linda. Vale à pena conhecer.", novembro de 2018,"Brasília, DF",Families
71,Estação das Docas,45,EdnaNeiva,Estação das Docas,50,"Estação das Docas é um ponto turístico super agradável em Belém. Fica as margens da Baía do Guajará onde podemos apreciar o por do sol ou a lua cheia. Lá tem vários restaurantes, lanchonetes, sorveteria e varias lojinhas com artigos regionais e nao regionais. Vale muito a pena ir lá.", dezembro de 2018,"Belém, PA",Families
72,Estação das Docas,45,Keila C,Cartão postal ,50,"Um lugar que você tem que conhecer, vários restaurantes com comidas excelentes, bem monitorado e conta a história da cidade.Lá tem o verdadeiro sorvete paraense.Lugar lindo apara tirar belas fotos.", agosto de 2018,"São Paulo, SP",Families
73,Estação das Docas,45,Catia R,O melhor lugar,50,"Bom a qualquer hora e pra qualquer momento. Com a família, com amigos, à dois... várias opções de restaurantes e de lugares pra petiscar as delícias do nosso Pará, bem como pratos internacionais. A vista é maravilhosa. Não conheço nenhum lugar que se aproxime de lá em beleza e opções. O palco suspenso móvel, com música ao vivo sempre agradável é um diferencial. Simplesmente amo esse lugar...", junho de 2018,"Belém, PA",Families
74,Estação das Docas,45,Atendimento V,EXPOSIÇÃO MILITAR,50,"Local muito atraente a beira do Rio Guamá, ventilação ao cheiro das águas, com restaurantes, bares diversos, local familiar, bom para reflexão.", julho de 2018,,Families
75,Estação das Docas,45,patriciaportal,Maravilhoso,50,Fui visitar meu noivo e passamos o sábado lá saboreando as melhores gastronomias que o meu Pará tem., junho de 2018,"Belém, PA",Families
76,Estação das Docas,45,Marina Fanti F,O Puerto Madero brasileiro,50,"Paisagismo e arquitetura em harmonia, emoldurados pelo lindo Rio Tocantins fazem das Docas uma experiência na cidade. Restaurantes, artes, sorvetes Cairu, shows e a vista do por do sol sao um convite a todos os que querem relaxar e se divertir!", agosto de 2018,"São Paulo, SP",Families
77,Estação das Docas,45,SissaLourenco,Lugar histórico e vale a visita,50,"Um lugar pitoresco e com histórias.Hoje totalmente revitalizado e com bares, restaurantes e lojinhas... Se estiver em Belém, vale a visita!!!Final de tarde, à noite... Adorei!", julho de 2018,"São Paulo, SP",Families
78,Estação das Docas,45,Izabel B,passeio familiar,50,"Por do saol imperdível, associado´a linda paisagem da baía e com botecos, lanchonetes, sorveterias e restaurantes muito bom. recomendo a visita", agosto de 2018,"Fortaleza, CE",Families
79,Estação das Docas,45,Adriana Tata,Muito bonito ,40,"Símbolo da cidade , onde o transporte marítimo teve e ainda tem bastante importância . Restaurantes agradáveis , lugar bonito , por do sol imperdível", agosto de 2018,"Salvador, BA",Families
80,Estação das Docas,45,Mingo,O melhor fim de tarde da cidade!,50,"Ambiente familiar, um linda vista do Rio, cervejas deliciosas, comidas muito gostosas.Vale muito conhecer!", agosto de 2018,"São Paulo, SP",Families
81,Estação das Docas,45,Magah A,Bom local para admirar o belíssimo por do sol paraense,30,"Apesar de turístico, a Estação das Docas é ótima pedida para se admirar o por do sol com calma e alguma privacidade, já que o por do sol no Mercado Ver o Peso é uma imersão na legítima rotina da cidade no happy hour: muita conversa, muita música, muito camarão, uma cervejinha gelada e aquela alegria contagiante do paraense.", agosto de 2018,São Paulo,Families
82,Estação das Docas,45,Renata S,Férias,50,"Amo a estação das docas!!! Ambiente em frente à Baia, bem ventilado, com várias opções de culinária.", agosto de 2018,"Goiânia, Goias, Brazil",Families
83,Estação das Docas,45,TatianaPaes,Um ótimo passeio,40,"Lugar charmoso com varias lojas e restaurantes com comidas típicas, onde temos uma bela visão do rio", agosto de 2018,"Parnaíba, PI",Families
84,Estação das Docas,45,actcp,Lugar excelente,50,Um ótimo passeio. Mas recomendo para a tarde. A maioria das lojas só abre a partir das 17 horas. Não deixe de tomar uma cerveja na Amazon Beer e um sorvete na Cairu., julho de 2018,,Families
85,Estação das Docas,45,Paula_B2013,Show de lugar!,50,"É um ambiente lindo, com ar condicionado ótimo , bons restaurantes e a sorveteria Cairu, que é sensacional. Há também um mezanino móvel, onde há sempre um show de música muito bom. Excelente para almoçar ou jantar. No andar superior existem ótimas lojinhas de artesanato, onde destaco a Arco-Íris da Amazônia, que tem coisas lindas como as mini esculturas com a semente de Jarina.", julho de 2018,"Praia do Rosa, SC",Families
86,Estação das Docas,45,Antonio C,Lugar ótimo para visitar e ver o por do sol,40,"Lugar ótimo para visitar e ver o por do sol.Achei os sorvetes caros, duas bolas por R$ 19,00Muito caro.", julho de 2018,"Brasília, DF",Families
87,Estação das Docas,45,Fabiana C,Excelente lugar para ver o pôr do sol,50,"Excelente lugar para contemplar um lindo pôr do sol. Oferece várias opções de comida, sem contar que quase todos os dias tem alguma apresentação / evento gratuito. Vale a pena a visita!!!", maio de 2018,"Rio de Janeiro, RJ",Families
88,Estação das Docas,45,Leonardo R,Linda revitalizacao,50,Essas Docas revitalizadas dão um charme especial a cidade. O contraste do antigo com o moderno conta a história da cidade e traz o conforto para aliviar o calor escaldante da cidade. Tudo muito lindo. Coisa de primeiro mundo. Imperdivel, julho de 2018,"Belo Horizonte, MG",Families
89,Estação das Docas,45,Graci,Ponto Turístico,40,"Quem vai a Belém não pode deixar de ir na Estação das Docas. Lugar bonito e badalado, com vários restaurantes.", dezembro de 2017,"Boa Vista, RR",Families
90,Estação das Docas,45,Elisa Ferreira M,MARAVILHOSO!,50,"Diversidade e bom gosto resumem este ponto turístico, além dos restaurantes que dispõe de culinária local exuberante. Possui ainda uma cerveja artesanal de bacuri única. Ambiente familiar, super indico.", julho de 2018,"Rio de Janeiro, RJ",Families
91,Estação das Docas,45,RicardoOCoutinho,Vista agradável e bons restaurantes ,50,Uma bela arquitetura com uma vista do Rio agradável e bons restaurantes com infraestrutura. Vale a visita!, julho de 2018,"Bauru, SP",Families
92,Estação das Docas,45,Ana Clara C,Local agradável,40,"A estação das docas é um lugar aprazível para um passeio em família, pois podemos estacionar com segurança, comer, tomar o delicioso sorvete cairu e curtir o ventinho que vem do rio. Lugar muito agradável. A única ressalva é em relação aos preços praticados, pois são um pouco exorbitante, tornando o passeio proibitivo para a maioria das pessoas.", julho de 2018,"Rio de Janeiro, RJ",Families
93,Estação das Docas,45,Marcio Cardim,Muito bonito,50,Bonito visual do por do sol. Otimas opções de bares e restaurantes. Imperdivel em Belem. Destaque Sorveteria Cairu e Cervejaria Amazon Beer, julho de 2018,,Families
94,Estação das Docas,45,lemospereiraadriana,Lugar para relaxar,50,"Um espaço fantástico, com excelente estrutura de banheiros e restaurantes que nos proporcionam agradáveis momentos no final da tarde de onde se pode observar o pôr do sol.Muito agradável ficar em um dos restaurantes na parte de dentro (climatizada) ou de fora comendo um petisco e bebendo uma cerveja. Você também pode simplesmente apreciar a paisagem sentado em um dos bancos espalhados pelo local, ouvindo uma boa música e saboreando um delicioso sorvete das sorveterias locais.", julho de 2018,,Families
95,Estação das Docas,45,Gabriela,É o point,50,"Lugar delicioso, apesar de ficar aberto o dia todo é a tardinha/noite que ferve. Aproveite para assistir um belíssimo por do sol e tomar um chope no happy hour.", julho de 2018,"Niterói, RJ",Families
96,Estação das Docas,45,MARA R,Lugar lindo,50,"Adorei a Estação das Docas, muitos restaurantes com comida regional, no dia em que fui, estavam tendo apresentações culturais, tem lojinhas de artesanatos. Um lugar muito agradavel, e no final da tarde o por do sol é incrivel...", junho de 2018,"Campo Grande, MS",Families
